isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.7792.1	chrX	-	2398	12	novel_in_catalog	Maged2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	12	944	58	643.780242008	3	5	0	FALSE	781.46	16327.9975	0.0478601249173	C	coding	448	1344	81	1424	Pred_POS
PB.856.2	chr11	-	1569	9	novel_not_in_catalog	Nf2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	872	77.8138805098	1	3	1	TRUE	271.0925	1596.0025	0.169857190073	B	coding	314	948	2	949	Pred_NEG
PB.856.1	chr11	-	3101	6	incomplete-splice_match	Nf2	ENSMUST00000109910	4720	16	1611	8	5prime_fragment	FALSE	canonical	19	140	62	45.6618002273	4	5	1	FALSE	1324.91	1596.0025	0.830142809927	B	coding	234	726	3	728	Pred_POS
PB.788.1	chr10	-	5718	10	full-splice_match	Frs2	ENSMUST00000020381	5682	10	-38	2	no_subtype	FALSE	canonical	16	53	121	188.212645696	8	1	0	FALSE	1309.75	1309.75	1	A	coding	508	1524	394	1917	Pred_POS
PB.2577.1	chr15	+	2435	7	full-splice_match	Nr4a1	ENSMUST00000023779	2474	7	24	15	no_subtype	FALSE	canonical	14	158	1119	102.323017938	3	11	0	FALSE	1035.25	1035.25	1	A	coding	601	1803	105	1907	Pred_POS
PB.5171.1	chr4	+	1033	5	full-splice_match	Stmn1	NM_019641	1060	5	15	12	no_subtype	FALSE	canonical	16	8843	168	2154.53011118	12	0	0	FALSE	23537.75	23537.75	1	A	coding	149	447	156	602	Pred_POS
PB.7275.1	chr9	-	3190	7	full-splice_match	Scamp5	ENSMUST00000046587	3190	7	-2	2	no_subtype	FALSE	canonical	18	273	94	290.177531866	18	0	0	FALSE	2242.25	2242.25	1	A	coding	235	705	143	847	Pred_POS
PB.7813.2	chrX	-	2843	7	novel_in_catalog	Pdha1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	3542	935	976.134212084	1	2	0	FALSE	100.885	40755.0025	0.00247540163934	C	coding	260	780	495	1274	Pred_POS
PB.6211.1	chr7	-	2039	13	full-splice_match	Ppp5c	NM_011155	2070	13	20	11	no_subtype	FALSE	canonical	20	671	879	132.465089741	17	4	0	FALSE	4244	4244	1	A	coding	497	1491	88	1578	Pred_POS
PB.6101.5	chr6	-	1507	10	novel_in_catalog	Ncapd2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	264	77	217.889880444	2	0	0	FALSE	33.44	10749.7425	0.00311077218826	C	coding	401	1203	97	1299	Pred_NEG
PB.3479.3	chr19	+	1204	10	full-splice_match	Fibp	NM_021438	1219	10	11	4	no_subtype	FALSE	canonical	18	424	487	414.462302266	7	0	0	FALSE	2027.345	3921.505	0.516981363023	C	coding	357	1146	2	1147	Pred_POS
PB.3794.1	chr2	+	1232	8	full-splice_match	Med27	ENSMUST00000028139	1254	8	15	7	no_subtype	FALSE	canonical	13	306	812	113.586971084	12	1	0	FALSE	1612	1612	1	A	coding	311	933	12	944	Pred_POS
PB.791.5	chr10	-	2673	9	novel_in_catalog	Mdm2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	6	34	399	221.91665102	1	2	0	FALSE	173.1275	4417.9975	0.0391868714276	C	coding	292	876	495	1370	Pred_NEG
PB.674.1	chr10	+	2768	7	full-splice_match	Icosl	ENSMUST00000105393	2756	7	-13	1	no_subtype	FALSE	canonical	5	12	189	9.11043357914	3	3	0	FALSE	96	96	1	A	coding	322	1143	2	1144	Pred_NEG
PB.5143.3	chr4	-	1972	6	novel_not_in_catalog	Ythdf2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	20	191.1386931	1	0	0	TRUE	10.2725	5492.2525	0.00187036193256	C	coding	579	1737	57	1793	Pred_NEG
PB.5143.1	chr4	-	2799	5	full-splice_match	Ythdf2	NM_145393	4078	5	137	1142	no_subtype	FALSE	canonical	10	262	220	108.060168425	40	1	0	FALSE	5406.96	5492.2525	0.984470397164	C	coding	579	1737	194	1930	Pred_POS
PB.3627.1	chr19	+	1809	4	full-splice_match	Pgam1	ENSMUST00000011896	1831	4	14	8	no_subtype	FALSE	canonical	18	3018	758	529.450658702	156	1	0	FALSE	9811.8375	20551.245	0.477432754074	C	coding	254	762	164	925	Pred_POS
PB.7484.2	chr9	-	2931	7	novel_not_in_catalog	Wdr6	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	7	76	973	352.994334232	1	2	1	TRUE	2284.1675	9190.5425	0.24853456692	C	coding	739	2292	1	2292	Pred_NEG
PB.3627.3	chr19	+	1535	3	novel_in_catalog	Pgam1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	22	3018	485	566.499779347	1	0	0	FALSE	10702.225	20551.245	0.520757988141	C	coding	178	534	119	652	Pred_NEG
PB.3627.2	chr19	+	1680	4	novel_not_in_catalog	Pgam1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	3	4	174	1750.09485457	2	1	0	FALSE	37.1825	20551.245	0.00180925778463	C	coding	178	534	264	797	Pred_NEG
PB.7816.1	chrX	-	4038	15	full-splice_match	Mospd2	NM_029730	4095	15	47	10	no_subtype	FALSE	canonical	10	69	1194	93.6162379077	6	1	0	FALSE	637.03	1319.5	0.482781356574	C	coding	518	1554	106	1659	Pred_POS
PB.3951.2	chr2	+	1903	2	genic_intron	novelGene_226	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	24	216	437	None	3	2	0	FALSE	296.7775	296.7775	1	A	coding	145	435	406	840	Pred_POS
PB.262.3	chr1	-	2398	6	novel_not_in_catalog	Insig2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	4	4	531	120.673112167	1	4	1	FALSE	53.705	3249	0.0165297014466	C	coding	121	363	487	849	Pred_NEG
PB.7484.1	chr9	-	4061	6	full-splice_match	Wdr6	NM_031392	4092	6	32	-1	no_subtype	FALSE	canonical	12	449	2723	253.99409442	66	0	0	FALSE	6906.375	9190.5425	0.75146543308	C	coding	1125	3420	1	3420	Pred_POS
PB.654.2	chr10	-	2796	6	full-splice_match	Gucd1	ENSMUST00000118936	2843	6	44	3	no_subtype	FALSE	canonical	4	12	69	25.6124969497	6	0	0	FALSE	244.555	698	0.350365329513	C	coding	200	741	3	743	Pred_NEG
PB.654.1	chr10	-	2868	6	novel_in_catalog	Gucd1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	6	23	138	21.7025344142	5	1	0	FALSE	453.445	698	0.649634670487	C	coding	200	600	213	812	Pred_NEG
PB.3776.1	chr2	+	869	8	full-splice_match	Rpl7a	NM_013721	864	8	-5	0	no_subtype	FALSE	canonical	7	412	300	5273.64266897	3	0	0	FALSE	26326	26326	1	A	coding	266	798	27	824	Pred_NEG
PB.957.3	chr11	+	1281	5	novel_not_in_catalog	Gfpt2	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	127	206.855021694	1	2	1	TRUE	254.625	5518.5	0.0461402555042	C	coding	124	372	61	432	Pred_NEG
PB.957.2	chr11	+	2761	17	novel_in_catalog	Gfpt2	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	6	13	660	143.22011032	1	4	1	FALSE	79.8225	5518.5	0.0144645284045	C	coding	616	1848	65	1912	Pred_NEG
PB.957.1	chr11	+	2958	19	full-splice_match	Gfpt2	ENSMUST00000020629	2947	19	-14	3	no_subtype	FALSE	canonical	9	277	179	101.523396318	70	0	0	FALSE	5184.0525	5518.5	0.939395216091	C	coding	682	2046	65	2110	Pred_POS
PB.4768.1	chr3	+	2483	14	full-splice_match	Mcoln2	NM_026656	2518	14	32	3	no_subtype	FALSE	canonical	1	2	142	1.73205080757	3	3	0	FALSE	34	34	1	A	coding	566	1698	66	1763	Pred_NEG
PB.1917.1	chr13	-	5188	4	full-splice_match	A530054K11Rik	NM_183146	5179	4	-16	7	no_subtype	FALSE	canonical	13	26	123	9.8488578018	6	1	0	FALSE	354.79	354.79	1	A	coding	973	3006	1	3006	Pred_POS
PB.4486.1	chr3	+	2760	6	full-splice_match	Pdgfc	ENSMUST00000029652	3521	6	757	4	no_subtype	FALSE	canonical	13	33	382	5.19615242271	3	5	0	FALSE	187.75	187.75	1	A	coding	345	1035	265	1299	Pred_POS
PB.7259.1	chr9	-	1350	12	full-splice_match	Etfa	NM_145615	1464	12	94	20	no_subtype	FALSE	canonical	11	684	1043	998.891385487	183	2	0	FALSE	13998.2675	14645.5	0.955806732443	C	coding	333	1077	3	1079	Pred_POS
PB.5038.1	chr4	-	2721	19	full-splice_match	Rad54l	NM_001122958	2745	19	21	3	no_subtype	FALSE	canonical	4	51	190	75.2263251794	17	1	0	FALSE	1197.9025	2414.5475	0.496118838002	C	coding	747	2241	275	2515	Pred_POS
PB.5038.3	chr4	-	2749	20	novel_not_in_catalog	Rad54l	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	2	12	260	82.9276793357	2	7	0	FALSE	131.5275	2414.5475	0.0544729395466	C	coding	747	2241	345	2585	Pred_NEG
PB.5038.2	chr4	-	2884	19	full-splice_match	Rad54l	XM_006502877	3124	19	1	239	no_subtype	FALSE	canonical	4	69	193	73.3348484692	16	7	2	FALSE	674.69	2414.5475	0.279427097624	C	coding	747	2241	446	2686	Pred_POS
PB.5038.4	chr4	-	3012	18	full-splice_match	Rad54l	ENSMUST00000102704	3025	18	-12	25	no_subtype	FALSE	canonical	4	99	1649	67.88961629	4	0	0	FALSE	410.4275	2414.5475	0.169981124828	C	coding	747	2241	608	2848	Pred_POS
PB.1465.1	chr12	-	4598	21	incomplete-splice_match	Ncoa1	ENSMUST00000085814	7328	23	637	2093	5prime_fragment	FALSE	canonical	13	116	4303	72.0694109869	6	1	1	FALSE	889.75	889.75	1	A	coding	1405	4290	1	4290	Pred_POS
PB.5926.1	chr6	+	1186	10	full-splice_match	Capg	NM_007599	1247	10	53	8	no_subtype	FALSE	canonical	7	443	23	277.256199209	18	0	0	FALSE	2848.4975	3114.5025	0.914591495753	C	coding	349	1083	1	1083	Pred_POS
PB.2365.1	chr15	+	4510	16	novel_not_in_catalog	Oxr1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	8	12	114	157.987341265	4	0	0	FALSE	608.5725	3707.0075	0.164168132921	C	coding	839	2517	250	2766	Pred_NEG
PB.2365.3	chr15	+	4563	16	novel_not_in_catalog	Oxr1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	10	27	290	155.582775396	1	3	0	FALSE	63.58	3707.0075	0.0171513006111	C	coding	839	2517	426	2942	Pred_POS
PB.2365.2	chr15	+	4463	16	full-splice_match	Oxr1	ENSMUST00000090096	4515	16	50	2	no_subtype	FALSE	canonical	10	220	413	129.185912545	14	0	0	FALSE	1166.4675	3707.0075	0.314665535476	C	coding	839	2517	194	2710	Pred_POS
PB.7813.1	chrX	-	2840	11	full-splice_match	Pdha1	ENSMUST00000033662	2848	11	-2	10	no_subtype	FALSE	canonical	12	1200	220	1407.97727254	1266	0	0	FALSE	40407.3175	40755.0025	0.991468900045	C	coding	390	1170	104	1273	Pred_POS
PB.341.1	chr1	+	2329	5	full-splice_match	Rgs16	NM_011267	2335	5	0	6	no_subtype	FALSE	canonical	10	169	500	55.1724568965	8	0	0	FALSE	3686.5	3686.5	1	A	coding	201	603	117	719	Pred_POS
PB.4455.1	chr3	+	2631	5	fusion	LOC105244451,LOC105244450	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	3	5	909	12.4899959968	2	1	0	TRUE	220.25	220.25	1	A	coding	101	303	624	926	Pred_NEG
PB.6104.1	chr6	-	1809	9	novel_in_catalog	Ltbr	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	8	182	694	358.523360466	7	2	0	FALSE	1897.75	1897.75	1	A	coding	362	1149	2	1150	Pred_POS
PB.1442.1	chr11	-	1839	6	full-splice_match	Arhgdia	ENSMUST00000106197	1867	6	21	7	no_subtype	FALSE	non_canonical	0	0	287	3439.84985137	280	0	0	FALSE	39797.7	53077.2525	0.749807085436	C	coding	204	612	105	716	Pred_NEG
PB.5926.2	chr6	+	1319	10	novel_not_in_catalog	Capg	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	7	50	155	359.435668792	2	0	0	FALSE	266.005	3114.5025	0.0854085042475	C	coding	394	1182	34	1215	Pred_POS
PB.2992.1	chr17	-	3292	14	full-splice_match	Stk38	NM_134115	3288	14	-14	10	no_subtype	FALSE	canonical	14	52	757	82.4803006784	26	0	0	FALSE	2497.325	2560	0.975517578125	C	coding	444	1332	307	1638	Pred_POS
PB.6392.1	chr7	+	2874	11	full-splice_match	Abhd2	NM_018811	2903	11	29	0	no_subtype	FALSE	canonical	12	46	45	46.184412955	5	0	0	FALSE	428.25	428.25	1	A	coding	425	1275	152	1426	Pred_POS
PB.2992.2	chr17	-	1827	6	full-splice_match	Stk38	ENSMUST00000144299	947	6	-906	26	no_subtype	FALSE	canonical	25	190	1453	59.4558659848	1	2	0	FALSE	62.675	2560	0.024482421875	C	coding	208	621	1204	1824	Pred_NEG
PB.2883.2	chr17	-	975	4	full-splice_match	Mrpl18	NM_026310	959	4	-21	5	no_subtype	FALSE	canonical	20	3976	166	385.958546997	4	0	0	FALSE	11677.875	12068.75	0.96761263594	C	coding	180	540	115	654	Pred_POS
PB.2883.1	chr17	-	2606	3	novel_in_catalog	Mrpl18	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	20	3976	149	11.4891252931	3	2	0	FALSE	390.875	12068.75	0.0323873640601	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.3637.1	chr19	-	2736	20	full-splice_match	Hps1	NM_019424	2754	20	13	5	no_subtype	FALSE	canonical	8	29	1798	29.6984848098	10	1	1	FALSE	389.5	389.5	1	A	coding	704	2112	189	2300	Pred_POS
PB.795.1	chr10	-	3264	2	novel_not_in_catalog	Dyrk2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	51	None	2	5	0	FALSE	140	140	1	A	coding	526	1578	73	1650	Pred_NEG
PB.373.2	chr1	+	1479	2	full-splice_match	Pigc	ENSMUST00000028021	2196	2	9	708	no_subtype	FALSE	canonical	7	28	83	None	6	1	0	FALSE	870.06	1787.2475	0.486815620109	C	coding	297	891	308	1198	Pred_POS
PB.373.1	chr1	+	3070	2	full-splice_match	Pigc	NM_001039045	3288	2	25	193	no_subtype	FALSE	canonical	9	79	67	None	20	3	0	FALSE	272.7075	1787.2475	0.152585190356	C	coding	297	891	279	1169	Pred_POS
PB.6563.1	chr7	+	1160	10	full-splice_match	Ccdc101	NM_029339	1166	10	3	3	no_subtype	FALSE	canonical	11	380	607	142.705991465	7	0	0	FALSE	2450.0725	2670.5	0.917458341135	C	coding	293	879	189	1067	Pred_POS
PB.4178.2	chr2	-	2637	5	full-splice_match	Psmf1	XM_006499307	2632	5	-5	0	no_subtype	FALSE	canonical	11	93	297	513.693488376	9	0	0	FALSE	311.48	6707.5	0.0464375698845	C	coding	157	471	275	745	Pred_POS
PB.4683.4	chr3	-	2770	8	novel_in_catalog	Vcam1	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	29	476	733.856934286	4	2	1	FALSE	1670.5175	19912.755	0.0838918321448	C	coding	632	2031	2	2032	Pred_POS
PB.6563.2	chr7	+	1408	9	novel_in_catalog	Ccdc101	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	11	380	604	143.171226159	2	1	0	FALSE	220.4275	2670.5	0.0825416588654	C	coding	269	807	186	992	Pred_NEG
PB.4023.2	chr2	+	2855	10	novel_not_in_catalog	Katnbl1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	121	116.554708185	1	14	2	FALSE	56.97	2292.0025	0.0248559938307	C	coding	299	897	136	1032	Pred_NEG
PB.4023.1	chr2	+	2895	10	full-splice_match	Katnbl1	NM_024254	2883	10	-13	1	no_subtype	FALSE	canonical	11	141	160	88.8031530972	53	1	0	FALSE	2235.0325	2292.0025	0.975144006169	C	coding	299	897	175	1071	Pred_POS
PB.2132.2	chr14	+	1205	6	full-splice_match	Cgrrf1	NM_026832	1202	6	-4	1	no_subtype	FALSE	canonical	11	120	714	115.689238912	4	0	0	FALSE	1715.135	1814	0.945498897464	C	coding	332	996	37	1032	Pred_POS
PB.2132.1	chr14	+	1359	5	novel_in_catalog	Cgrrf1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	11	120	868	127.377392029	1	0	0	FALSE	98.865	1814	0.0545011025358	C	coding	140	420	767	1186	Pred_POS
PB.4241.1	chr2	+	2693	17	full-splice_match	Rpn2	NM_019642	2716	17	22	1	no_subtype	TRUE	canonical	19	2056	2086	1393.2017083	103	1	0	FALSE	26869	26869	1	A	coding	631	1893	204	2096	Pred_POS
PB.6432.4	chr7	-	1867	5	novel_in_catalog	Tmem135	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	16	184	353	16.9705627485	1	1	0	FALSE	24.4775	1082	0.0226224584104	C	coding	117	351	201	551	Pred_NEG
PB.836.2	chr10	-	1441	3	novel_not_in_catalog	Tmem198b	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	8	161	168	9.48683298051	1	2	1	TRUE	37.81	7959.5475	0.00475027003734	C	coding	108	324	1099	1422	Pred_NEG
PB.6432.2	chr7	-	3012	15	full-splice_match	Tmem135	XM_006508221	3300	15	266	22	no_subtype	FALSE	canonical	8	19	150	50.2891638427	3	0	0	FALSE	234.9725	1082	0.217164972274	C	coding	330	1383	1	1383	Pred_NEG
PB.2401.1	chr15	-	5078	19	incomplete-splice_match	Asap1	XM_011245448	6004	29	922	4	5prime_fragment	FALSE	canonical	15	100	698	120.764233116	2	2	0	FALSE	782	782	1	A	coding	819	2487	1	2487	Pred_POS
PB.6432.1	chr7	-	3061	15	full-splice_match	Tmem135	ENSMUST00000041968	3691	15	319	311	no_subtype	FALSE	canonical	13	136	431	28.6879765756	12	2	0	FALSE	770.48	1082	0.712088724584	C	coding	330	1254	1	1254	Pred_POS
PB.4053.1	chr2	+	1341	8	full-splice_match	Jmjd7	ENSMUST00000044675	1373	8	26	6	no_subtype	FALSE	canonical	11	87	222	131.080128166	14	0	0	FALSE	1138.7075	2151	0.529385169689	C	coding	316	951	2	952	Pred_POS
PB.569.1	chr10	-	3198	8	full-splice_match	Amd1	NM_009665	3206	8	-1	9	no_subtype	FALSE	canonical	15	788	655	314.820583825	46	0	0	FALSE	5219	5219	1	A	coding	334	1002	332	1333	Pred_POS
PB.1907.1	chr13	-	2577	8	incomplete-splice_match	Hiatl1	XM_011244550	3292	13	699	16	5prime_fragment	FALSE	canonical	11	95	104	24.5560583156	1	2	0	FALSE	410.75	410.75	1	A	coding	369	1107	3	1109	Pred_POS
PB.4158.1	chr2	+	3121	5	incomplete-splice_match	Rin2	ENSMUST00000110005	4641	12	1513	7	internal_fragment	FALSE	canonical	10	153	1114	50.537115074	16	0	0	FALSE	1358.25	1358.25	1	A	coding	463	1431	2	1432	Pred_POS
PB.2975.9	chr17	-	2765	13	novel_not_in_catalog	Itfg3	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	3	3	150	410.368127417	1	10	2	FALSE	122.82	11171.7525	0.0109937988691	C	coding	555	1665	295	1959	Pred_NEG
PB.4683.5	chr3	-	2528	5	full-splice_match	Vcam1	ENSMUST00000196449	2532	5	0	4	no_subtype	FALSE	canonical	6	162	1018	792.861274121	20	0	0	FALSE	255.05	19912.755	0.0128083733265	C	coding	345	1125	1	1125	Pred_POS
PB.6793.2	chr8	+	2891	7	novel_not_in_catalog	Gpm6a	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	2	5	154	1449.88171931	2	1	0	FALSE	49.34	30348.75	0.00162576712385	C	coding	292	876	76	951	Pred_NEG
PB.836.7	chr10	-	2805	4	novel_in_catalog	Tmem198b	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	8	770	871	15.5563491861	7	0	0	FALSE	117.1	7959.5475	0.0147118915994	C	coding	350	1050	697	1746	Pred_NEG
PB.6793.1	chr8	+	3331	7	full-splice_match	Gpm6a	ENSMUST00000033915	3336	7	-15	20	no_subtype	FALSE	canonical	19	1131	603	1106.62956765	159	0	0	FALSE	3452.8425	30348.75	0.113772148771	C	coding	278	834	567	1400	Pred_POS
PB.428.1	chr1	-	3862	23	full-splice_match	Atp1a2	NM_178405	6227	23	78	2287	no_subtype	FALSE	canonical	17	1212	106	873.467801353	96	4	0	FALSE	16582.3175	17488.25	0.948197646992	C	coding	1020	3060	95	3154	Pred_POS
PB.428.2	chr1	-	3087	22	novel_not_in_catalog	Atp1a2	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	3	3	3020	1005.81906922	1	2	0	TRUE	905.9325	17488.25	0.0518023530084	C	coding	988	2964	109	3072	Pred_NEG
PB.2559.1	chr15	+	1539	4	full-splice_match	Tuba1c	NM_009448	1977	4	442	-4	no_subtype	FALSE	canonical	12	1954	92	27375.4513387	108	0	0	FALSE	10183.59	10183.59	1	A	coding	449	1347	90	1436	Pred_POS
PB.279.2	chr1	-	2905	21	incomplete-splice_match	Ikbke	XM_011248052	3336	23	426	5	5prime_fragment	FALSE	canonical	2	11	1240	44.4522215418	4	0	0	FALSE	412.54	1113.5	0.370489447687	C	coding	717	2151	52	2202	Pred_NEG
PB.7725.1	chrX	-	2909	3	full-splice_match	Slc16a2	ENSMUST00000171837	549	3	58	-2418	no_subtype	FALSE	canonical	17	106	145	163.0	11	1	0	FALSE	2731	2731	1	A	coding	197	591	2	592	Pred_POS
PB.971.1	chr11	-	1820	10	full-splice_match	Rmnd5b	NM_025346	1946	10	122	4	no_subtype	FALSE	canonical	12	204	185	107.112090821	8	0	0	FALSE	1445.5	1445.5	1	A	coding	393	1179	233	1411	Pred_POS
PB.7474.2	chr9	-	1644	3	full-splice_match	Tcta	NM_133986	1629	3	-18	3	no_subtype	FALSE	canonical	10	112	248	219.0	6	0	0	FALSE	220.4025	7279.4225	0.0302774704999	C	coding	122	390	2	391	Pred_POS
PB.6078.17	chr6	+	3341	26	novel_not_in_catalog	A2m	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	2	2	546	1594.80249561	1	5	1	TRUE	588.645	87584.51	0.00672088021044	C	coding	1057	3231	1	3231	Pred_NEG
PB.2379.1	chr15	-	3088	12	novel_not_in_catalog	Ext1	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	1	2	115	271.591605172	18	0	0	TRUE	1921.75	1921.75	1	A	coding	746	2238	730	2967	Pred_NEG
PB.6408.4	chr7	-	2511	19	novel_in_catalog	Iqgap1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	7	179	1292	203.705670024	2	0	0	FALSE	268.96	5388.255	0.0499159746523	C	coding	793	2505	2	2506	Pred_NEG
PB.6408.1	chr7	-	6601	38	full-splice_match	Iqgap1	ENSMUST00000167377	7359	38	37	721	no_subtype	FALSE	canonical	7	179	1261	565.361831043	29	0	0	FALSE	4998.1475	5388.255	0.927600401243	C	coding	1657	5070	1	5070	Pred_POS
PB.6408.3	chr7	-	2905	24	incomplete-splice_match	Iqgap1	ENSMUST00000167377	7359	38	42	4412	internal_fragment	FALSE	canonical	7	179	1256	182.236110582	16	2	0	FALSE	104.9025	5388.255	0.019468733384	C	coding	937	2901	2	2902	Pred_POS
PB.6408.2	chr7	-	4959	31	novel_not_in_catalog	Iqgap1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	72	616.019480211	1	3	1	FALSE	16.245	5388.255	0.00301489072065	C	coding	1384	4152	64	4215	Pred_NEG
PB.3228.2	chr18	+	4921	2	incomplete-splice_match	9430020K01Rik	XM_006525904	6697	4	1774	2	internal_fragment	TRUE	canonical	12	88	2279	None	2	1	0	FALSE	792.5	1074.5	0.73755234993	B	coding	694	2310	2	2311	Pred_POS
PB.5159.1	chr4	+	4469	2	genic	LOC105247234	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	5	12	2479	None	2	4	0	TRUE	126.37	126.37	1	A	coding	467	1401	2616	4016	Pred_NEG
PB.3228.1	chr18	+	1831	3	incomplete-splice_match	9430020K01Rik	ENSMUST00000037029	6730	4	24	4875	3prime_fragment	FALSE	canonical	7	41	79	5.0	1	0	0	FALSE	282	1074.5	0.26244765007	B	coding	565	1692	136	1827	Pred_POS
PB.1519.3	chr12	+	2538	11	novel_not_in_catalog	Nampt	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	6	31	117	138.773196259	1	12	1	FALSE	108.525	3085.2525	0.0351754029857	C	coding	124	372	1092	1463	Pred_NEG
PB.1519.2	chr12	+	2534	11	novel_not_in_catalog	Nampt	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	11	46	208	113.604577373	1	1	0	FALSE	1430.41	3085.2525	0.463628179541	C	coding	124	372	1096	1467	Pred_POS
PB.6239.1	chr7	+	1323	2	full-splice_match	Sertad3	ENSMUST00000068641	1324	2	0	1	no_subtype	FALSE	canonical	8	114	104	None	10	0	0	FALSE	1184.25	1184.25	1	A	coding	197	696	3	698	Pred_POS
PB.3683.1	chr19	+	4446	18	incomplete-splice_match	Atrnl1	XM_006527053	5390	24	938	6	internal_fragment	FALSE	canonical	11	55	1001	79.7307970611	5	1	1	FALSE	998	998	1	A	coding	554	2319	2	2320	Pred_POS
PB.6892.1	chr8	+	3045	23	full-splice_match	Man2b1	XM_006530748	3618	23	563	10	no_subtype	FALSE	canonical	10	40	197	152.151240547	5	0	0	FALSE	259.5475	4901.495	0.0529527215676	C	coding	893	2679	296	2974	Pred_POS
PB.6892.2	chr8	+	3145	24	full-splice_match	Man2b1	XM_006530747	3752	24	584	23	no_subtype	FALSE	canonical	8	82	1278	140.502669014	13	1	0	FALSE	1050.805	4901.495	0.214384590824	C	coding	1024	3072	16	3087	Pred_POS
PB.6892.3	chr8	+	3121	24	full-splice_match	Man2b1	NM_010764	4325	24	48	1156	no_subtype	FALSE	canonical	13	82	1243	135.480625921	39	0	0	FALSE	3591.1425	4901.495	0.732662687609	C	coding	1013	3039	14	3052	Pred_POS
PB.6078.14	chr6	+	4762	36	novel_not_in_catalog	A2m	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	3	19	750	1526.24539311	3	3	0	FALSE	471.9625	87584.51	0.00538865262819	C	coding	1535	4650	1	4650	Pred_NEG
PB.5172.2	chr4	+	2095	3	full-splice_match	Paqr7	ENSMUST00000136171	890	3	43	-1248	no_subtype	FALSE	canonical	6	100	19	30.495901364	1	1	0	FALSE	1052.275	7857.25	0.133924082853	C	coding	343	1029	141	1169	Pred_POS
PB.1563.1	chr12	+	2485	16	full-splice_match	Srp54c	XM_006515318	2817	16	317	15	no_subtype	FALSE	canonical	9	56	1678	1093.38785433	4	0	0	FALSE	2822.245	2822.245	1	A	coding	482	1446	256	1701	Pred_POS
PB.4186.4	chr2	+	2592	17	novel_in_catalog	Tpx2	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	5	48	2158	186.456429227	1	2	0	FALSE	709.3775	5928.5075	0.119655326404	C	coding	664	1992	217	2208	Pred_POS
PB.4186.5	chr2	+	1337	9	novel_not_in_catalog	Tpx2	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	852	198.766194309	1	0	0	TRUE	127.2525	5928.5075	0.0214645085631	C	coding	218	654	216	869	Pred_NEG
