isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.2705.2	chr16	+	1751	10	full-splice_match	Eif4a2	ENSMUST00000147117	1947	10	4	192	multi-exon	FALSE	canonical	4	295	242	409.311617231	11	2	0	FALSE	421.465	12851.25	0.0327956424472	C	coding	310	930	186	1115	20.0
PB.2612.8	chr16	+	1823	5	novel_not_in_catalog	Mgrn1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	0	0	446	227.699363196	1	2	1	TRUE	918.43	13503.295	0.0680152510924	C	coding	123	369	131	499	20.0
PB.2788.1	chr16	+	2927	16	full-splice_match	Spice1	XM_006521961	4098	16	11	1160	multi-exon	FALSE	canonical	2	3	95	29.5127091267	1	2	0	FALSE	236.72	787.25	0.300692283265	C	coding	807	2421	111	2531	35.0
PB.2853.15	chr16	+	4100	17	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	272	2029	278.643140953	2	4	0	FALSE	6882.275	20256.5025	0.339756332565	C	coding	946	2838	62	2899	65.0
PB.2853.14	chr16	+	3542	32	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	24	2028	301.953638826	3	0	0	FALSE	977.18	20256.5025	0.048240311969	C	coding	1176	3528	13	3540	75.0
PB.2853.17	chr16	+	2457	9	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	272	365	121.18580775	1	0	0	FALSE	5323.4225	20256.5025	0.262800673512	C	coding	323	969	267	1235	10.0
PB.2853.16	chr16	+	2164	11	incomplete-splice_match	Ttc3	XM_006523000	5998	33	2292	1542	internal_fragment	FALSE	canonical	4	272	1611	276.514014111	2	2	0	FALSE	10.745	20256.5025	0.000530446951541	C	coding	688	2064	100	2163	65.0
PB.2725.1	chr16	-	2889	5	incomplete-splice_match	Pak2	XM_006522072	5705	15	1239	1577	5prime_fragment	FALSE	canonical	4	24	357	34.7706773014	6	7	1	FALSE	1385.75	1385.75	1.0	A	coding	185	555	25	579	45.0
PB.2853.10	chr16	+	2749	25	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	2	2	70	318.262470298	1	0	0	FALSE	102.115	20256.5025	0.00504109729703	C	coding	775	2325	424	2748	70.0
PB.2853.13	chr16	+	2520	22	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	22	288	322.456198576	4	1	0	FALSE	270.5375	20256.5025	0.0133555879155	C	coding	690	2070	450	2519	70.0
PB.2853.12	chr16	+	3563	32	full-splice_match	Ttc3	ENSMUST00000143145	3614	32	39	12	multi-exon	FALSE	canonical	4	24	2050	302.980197373	2	1	0	FALSE	32.65	20256.5025	0.0016118281031	C	coding	1046	3138	425	3562	70.0
PB.2656.4	chr16	+	4890	9	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	3	3	302	185.458890323	1	9	0	FALSE	274.77	7835.0	0.0350695596682	C	coding	287	861	693	1553	25.0
PB.2656.2	chr16	+	2840	8	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	1072	159.756064048	1	2	0	TRUE	560.6875	7835.0	0.071561901723	C	coding	328	984	103	1086	25.0
PB.2656.3	chr16	+	4793	8	full-splice_match	Ppm1f	ENSMUST00000027373	4922	8	122	7	multi-exon	FALSE	canonical	4	251	302	108.161915664	156	1	0	FALSE	6365.5325	7835.0	0.81244830887	C	coding	452	1356	100	1455	25.0
PB.2824.1	chr16	+	4649	10	full-splice_match	Gabpa	XM_006522907	4670	10	11	10	multi-exon	FALSE	canonical	4	38	862	25.8263431403	12	0	0	FALSE	1032.515	1291.0	0.799779240899	C	coding	454	1362	115	1476	15.0
PB.2656.1	chr16	+	4771	8	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	695	127.110188419	4	5	0	TRUE	634.01	7835.0	0.0809202297384	C	coding	215	645	790	1434	25.0
PB.2610.4	chr16	-	1276	2	novel_not_in_catalog	Cdip1	novel	NA	NA	NA	NA	not_shared_splice_sites	FALSE	non_canonical	1	1	93	NA	1	2	0	TRUE	249.615	14218.2025	0.0175560166624	C	non_coding	NA	NA	NA	NA	30.0
PB.2610.1	chr16	+	1728	6	full-splice_match	Hmox2	ENSMUST00000004172	1730	6	-1	3	multi-exon	FALSE	canonical	4	515	347	257.425717441	28	1	0	FALSE	4660.075	5213.455	0.893855418336	C	coding	315	945	147	1091	10.0
PB.2610.2	chr16	+	1716	6	full-splice_match	Hmox2	XM_006521804	1256	6	31	-491	multi-exon	FALSE	canonical	4	49	97	400.804191595	1	3	0	FALSE	304.0975	5213.455	0.0583293612393	C	coding	334	1002	77	1078	10.0
PB.2610.3	chr16	+	1737	6	full-splice_match	Hmox2	XM_006521803	1349	6	99	-487	multi-exon	FALSE	canonical	4	47	122	401.422470721	1	3	0	FALSE	249.2825	5213.455	0.0478152204248	C	coding	343	1029	75	1103	15.0
PB.2723.1	chr16	-	1728	1	incomplete-splice_match	Senp5	NM_177103	6334	10	4599	8	mono-exon	FALSE	canonical	NA	NA	NA	NA	1	0	NA	FALSE	394.75	709.75	0.556181754139	C	coding	130	390	108	497	25.0
PB.2707.1	chr16	+	4356	8	full-splice_match	St6gal1	ENSMUST00000023601	4506	8	143	7	multi-exon	FALSE	canonical	4	16	347	35.6370593624	3	2	0	FALSE	273.4725	1958.75	0.13961582642	C	coding	403	1209	674	1882	20.0
PB.2654.1	chr16	-	2441	11	full-splice_match	Spag6	NM_015773	2466	11	14	11	multi-exon	FALSE	canonical	2	15	1327	12.8062484749	5	1	0	FALSE	406.75	406.75	1.0	A	coding	507	1521	131	1651	45.0
PB.2707.3	chr16	+	3867	6	novel_in_catalog	St6gal1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	39	137	32.1558703816	1	8	0	FALSE	777.1675	1958.75	0.396767070836	C	coding	403	1209	186	1394	20.0
PB.2707.2	chr16	+	4171	8	full-splice_match	St6gal1	NM_001252505	4177	8	-2	8	multi-exon	FALSE	canonical	4	39	439	28.8270706108	4	1	0	FALSE	908.11	1958.75	0.463617102744	C	coding	403	1209	488	1696	20.0
PB.2616.2	chr16	-	2504	11	novel_not_in_catalog	Glyr1	novel	NA	NA	NA	NA	shared_donors_acceptors	TRUE	canonical	0	0	794	421.062940663	1	3	0	TRUE	524.21	13988.4975	0.0374743606309	C	coding	289	867	14	880	30.0
PB.2616.3	chr16	-	2741	11	novel_not_in_catalog	Glyr1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	1	1	416	436.798580584	1	3	0	TRUE	3325.19	13988.4975	0.237708874738	C	coding	367	1101	17	1117	30.0
PB.2616.1	chr16	-	2852	14	novel_not_in_catalog	Glyr1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	214	383.742100896	5	3	1	TRUE	160.5225	13988.4975	0.0114753210629	C	coding	403	1209	19	1227	30.0
PB.2616.6	chr16	-	3050	15	full-splice_match	Glyr1	XM_006522643	3106	15	48	8	multi-exon	FALSE	canonical	4	41	313	365.013698373	2	5	0	FALSE	707.3525	13988.4975	0.0505667245535	C	coding	472	1416	20	1435	25.0
PB.2616.7	chr16	-	3275	16	full-splice_match	Glyr1	ENSMUST00000023189	3330	16	40	15	multi-exon	FALSE	canonical	4	184	930	346.005780299	24	0	0	FALSE	3108.5275	13988.4975	0.222220256321	C	coding	546	1638	28	1665	30.0
PB.2616.4	chr16	-	3331	16	full-splice_match	Glyr1	ENSMUST00000115844	3348	16	14	3	multi-exon	FALSE	canonical	4	406	128	318.406972285	59	1	0	FALSE	5872.3175	13988.4975	0.419796157522	C	coding	552	1656	54	1709	35.0
PB.2616.5	chr16	-	1588	6	novel_not_in_catalog	Glyr1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	2	2	344	364.76567821	1	1	0	TRUE	6.975	13988.4975	0.00049862395872	C	coding	135	405	21	425	30.0
PB.2652.2	chr16	-	2965	19	novel_in_catalog	Spidr	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	3	6	1363	124.695629434	1	7	0	FALSE	57.73	2961.5	0.0194934999156	C	coding	505	1515	14	1528	25.0
PB.2622.3	chr16	-	2682	2	novel_not_in_catalog	Tmem186	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	2	3	177	NA	2	3	1	FALSE	1159.7675	2611.2475	0.444143077207	C	coding	119	357	466	822	30.0
PB.2709.1	chr16	+	1488	1	full-splice_match	A730098P11Rik	NR_038091	5159	1	210	3461	mono-exon	FALSE	canonical	NA	NA	NA	NA	6	0	NA	FALSE	2726.0625	2726.0625	1.0	A	coding	235	705	135	839	95.0
PB.2652.1	chr16	-	3245	20	full-splice_match	Spidr	ENSMUST00000040248	3279	20	32	2	multi-exon	FALSE	canonical	4	17	982	114.869491163	21	0	0	FALSE	2903.77	2961.5	0.980506500084	C	coding	933	2799	43	2841	25.0
PB.2622.2	chr16	-	2704	2	novel_not_in_catalog	Tmem186	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	12	196	NA	1	2	0	FALSE	840.92	2611.2475	0.322037646757	C	coding	119	357	485	841	25.0
PB.2737.1	chr16	+	1283	1	intergenic	novelGene_5	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	1	1	NA	FALSE	1.0	1.0	1.0	A	non_coding	NA	NA	NA	NA	85.0
PB.2705.9	chr16	+	1761	11	full-splice_match	Eif4a2	ENSMUST00000115341	1875	11	0	114	multi-exon	FALSE	canonical	4	361	62	401.664038719	1	0	0	FALSE	1044.065	12851.25	0.0812422916059	C	coding	408	1224	34	1257	25.0
PB.2648.1	chr16	+	5920	31	full-splice_match	Abcc1	NM_008576	5935	31	7	8	multi-exon	FALSE	canonical	3	12	2146	24.6170672502	13	0	0	FALSE	1977.0	1977.0	1.0	A	coding	1528	4584	32	4615	30.0
PB.2705.8	chr16	+	1890	11	full-splice_match	Eif4a2	ENSMUST00000023599	2208	11	315	3	multi-exon	FALSE	canonical	4	690	660	318.270325353	35	0	0	FALSE	6527.98	12851.25	0.507964594884	C	coding	407	1221	34	1254	20.0
PB.2826.1	chr16	-	1208	1	incomplete-splice_match	Adamts1	ENSMUST00000023610	4884	9	3329	348	mono-exon	FALSE	canonical	NA	NA	NA	NA	1	0	NA	FALSE	341.5	341.5	1.0	A	non_coding	NA	NA	NA	NA	15.0
PB.2767.1	chr16	+	2625	1	incomplete-splice_match	Cox17	ENSMUST00000120495	3690	2	1049	17	mono-exon	FALSE	canonical	NA	NA	NA	NA	2	4	NA	FALSE	5.7325	5.7325	1.0	A	non_coding	NA	NA	NA	NA	65.0
PB.2828.2	chr16	-	3088	16	incomplete-splice_match	Ltn1	XR_384951	3994	21	93	813	internal_fragment	FALSE	canonical	4	13	305	28.7054001888	7	0	0	FALSE	98.1125	2435.25	0.0402884714095	C	coding	1009	3027	60	3086	55.0
PB.2828.1	chr16	-	6721	30	full-splice_match	Ltn1	NM_001081068	7737	30	80	936	multi-exon	FALSE	canonical	4	13	305	35.3836120259	21	0	0	FALSE	2337.1375	2435.25	0.95971152859	C	coding	1767	5301	60	5360	45.0
PB.2618.1	chr16	+	1325	11	novel_not_in_catalog	Alg1	novel	NA	NA	NA	NA	shared_donors_acceptors	TRUE	non_canonical	0	0	93	59.7578446733	1	0	0	TRUE	339.0075	1302.25	0.260324438472	C	coding	338	1014	33	1046	25.0
PB.2618.2	chr16	+	1745	13	full-splice_match	Alg1	ENSMUST00000100196	1755	13	8	2	multi-exon	FALSE	canonical	4	67	411	45.1884941108	7	0	0	FALSE	963.2425	1302.25	0.739675561528	C	coding	482	1446	22	1467	25.0
PB.2765.1	chr16	+	3143	1	incomplete-splice_match	Gsk3b	XM_006522426	6904	12	1668	2094	mono-exon	FALSE	canonical	NA	NA	NA	NA	4	3	NA	FALSE	1069.25	19960.75	0.0535676264669	B	non_coding	NA	NA	NA	NA	75.0
PB.2732.2	chr16	+	4764	18	novel_in_catalog	Tfrc	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	1	2	58	71.7425954367	2	4	0	FALSE	75.065	4691.75	0.0159993605797	C	coding	726	2178	134	2311	25.0
PB.2650.1	chr16	-	3353	16	full-splice_match	Mcm4	NM_008565	3589	16	27	209	multi-exon	TRUE	canonical	4	159	2326	337.544071197	86	0	0	FALSE	8698.3975	10478.25	0.830138381886	C	coding	813	2439	341	2779	40.0
PB.2650.2	chr16	-	1361	5	novel_in_catalog	Mcm4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	159	338	201.405064484	1	4	0	FALSE	213.8225	10478.25	0.0204063178489	C	coding	214	642	150	791	45.0
PB.2650.3	chr16	-	3177	15	novel_in_catalog	Mcm4	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	30	714	385.716216926	3	0	0	FALSE	1566.03	10478.25	0.149455300265	C	coding	781	2343	268	2610	40.0
PB.2788.3	chr16	+	2577	17	incomplete-splice_match	Spice1	NM_144550	4342	18	38	1727	3prime_fragment	FALSE	canonical	3	16	682	26.8886593195	2	5	0	FALSE	239.22	787.25	0.30386789457	C	coding	836	2508	69	2576	50.0
PB.2808.5	chr16	+	2035	6	novel_not_in_catalog	Cldnd1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	4	8	25	2332.97492485	1	1	0	FALSE	37.4575	25673.2525	0.0014590087485	C	coding	253	759	95	853	25.0
PB.2808.4	chr16	+	1588	3	novel_not_in_catalog	Cldnd1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	1	1	239	1627.0	1	5	1	TRUE	5.27	25673.2525	0.000205272004394	C	coding	119	357	53	409	30.0
PB.2820.1	chr16	+	5482	7	full-splice_match	Cxadr	NM_001025192	5566	7	76	8	multi-exon	FALSE	canonical	4	31	500	74.0337760755	29	4	0	FALSE	1222.5325	2070.2525	0.590523378187	C	coding	365	1095	86	1180	5.0
PB.2808.1	chr16	+	1935	5	novel_not_in_catalog	Cldnd1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	0	0	42	2131.14194741	2	4	0	TRUE	35.8475	25673.2525	0.00139629756689	C	coding	231	693	62	754	25.0
PB.2705.1	chr16	+	3039	9	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	295	260	433.36128115	11	0	0	FALSE	1024.9675	12851.25	0.0797562493921	C	coding	263	789	204	992	20.0
PB.2808.3	chr16	+	1451	6	full-splice_match	Cldnd1	ENSMUST00000162057	1540	6	86	3	multi-exon	FALSE	canonical	4	234	74	2275.76602488	4	0	0	FALSE	7494.3125	25673.2525	0.291911299513	C	coding	253	759	144	902	70.0
PB.2731.1	chr16	+	1464	1	incomplete-splice_match	Pcyt1a	NM_009981	4787	9	3313	11	mono-exon	FALSE	canonical	NA	NA	NA	NA	2	0	NA	FALSE	170.4425	6057.0	0.0281397556546	C	non_coding	NA	NA	NA	NA	10.0
PB.2853.9	chr16	+	3896	27	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	24	1254	331.28537547	8	2	0	FALSE	4612.4425	20256.5025	0.227701820687	C	coding	1242	3726	169	3894	55.0
PB.2763.1	chr16	+	5394	1	full-splice_match	Gm15725	ENSMUST00000119947	1090	1	906	-5210	mono-exon	FALSE	canonical	NA	NA	NA	NA	136	1	NA	FALSE	6158.3975	6158.3975	1.0	A	non_coding	NA	NA	NA	NA	10.0
PB.2804.1	chr16	-	1306	10	full-splice_match	Nit2	ENSMUST00000023432	1280	10	-26	0	multi-exon	FALSE	canonical	4	341	810	249.583653311	18	0	0	FALSE	4153.25	4153.25	1.0	A	coding	276	828	72	899	30.0
PB.2822.1	chr16	+	1609	1	genic_intron	novelGene_9	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	2	0	NA	FALSE	220.0	220.0	1.0	A	non_coding	NA	NA	NA	NA	70.0
PB.2616.8	chr16	-	2633	12	novel_not_in_catalog	Glyr1	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	122	437.475713612	1	2	1	TRUE	283.4025	13988.4975	0.0202596812131	C	coding	270	810	245	1054	50.0
PB.2729.1	chr16	+	1770	11	full-splice_match	Ubxn7	NM_177633	10318	11	21	8527	multi-exon	FALSE	canonical	4	18	370	16.5529453572	1	0	0	FALSE	399.75	399.75	1.0	A	coding	489	1467	16	1482	30.0
PB.2838.1	chr16	+	1366	1	full-splice_match	Olig1	ENSMUST00000056882	2162	1	791	5	mono-exon	FALSE	canonical	NA	NA	NA	NA	3	1	NA	FALSE	4362.1575	4362.1575	1.0	A	non_coding	NA	NA	NA	NA	15.0
PB.2853.11	chr16	+	2687	23	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	4	22	454	315.906631776	1	0	0	FALSE	20.4075	20256.5025	0.00100745427302	C	coding	690	2070	616	2685	75.0
PB.2705.11	chr16	+	2000	12	novel_in_catalog	Eif4a2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	295	1223	445.821713244	3	2	0	FALSE	1496.745	12851.25	0.116466880654	C	coding	362	1086	34	1119	15.0
PB.2705.10	chr16	+	2699	11	full-splice_match	Eif4a2	ENSMUST00000077605	2708	11	0	9	multi-exon	FALSE	canonical	4	379	1112	397.991205933	11	0	0	FALSE	386.9825	12851.25	0.0301124404241	C	coding	362	1086	34	1119	25.0
PB.2733.1	chr16	-	5277	19	full-splice_match	1700021K19Rik	ENSMUST00000040986	5257	19	-15	-5	multi-exon	FALSE	canonical	4	47	274	21.5174347914	23	2	0	FALSE	1750.255	2482.0	0.705179290894	C	coding	934	2802	228	3029	10.0
PB.2733.2	chr16	-	5333	19	full-splice_match	1700021K19Rik	ENSMUST00000119810	3371	19	149	-2111	multi-exon	FALSE	canonical	4	38	355	22.427661492	2	2	0	FALSE	731.745	2482.0	0.294820709106	C	coding	880	2640	471	3110	70.0
PB.2761.1	chr16	-	2825	1	antisense	novelGene_Fstl1_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	4	1	NA	FALSE	533.0	533.0	1.0	A	non_coding	NA	NA	NA	NA	90.0
PB.2777.1	chr16	-	1331	3	full-splice_match	Gap43	ENSMUST00000102817	1420	3	83	6	multi-exon	FALSE	canonical	4	2943	664	112.0	116	0	0	FALSE	13498.0	13498.0	1.0	A	coding	227	681	67	747	20.0
PB.2735.1	chr16	+	3236	2	antisense	novelGene_Iqcg_AS	novel	NA	NA	NA	NA	not_shared_splice_sites	FALSE	canonical	0	0	42	NA	4	4	1	FALSE	768.355	768.355	1.0	A	non_coding	NA	NA	NA	NA	25.0
PB.2678.2	chr16	+	1934	12	full-splice_match	Ufd1l	NR_028403	1970	12	28	8	multi-exon	FALSE	canonical	4	228	203	410.808958033	6	0	0	FALSE	900.64	6708.75	0.13424855599	C	coding	264	792	197	988	15.0
PB.2678.1	chr16	+	1980	12	full-splice_match	Ufd1l	NM_011672	1996	12	8	8	multi-exon	FALSE	canonical	4	414	535	364.764307464	23	2	0	FALSE	5808.11	6708.75	0.86575144401	C	coding	307	921	114	1034	15.0
PB.2711.1	chr16	-	1381	1	antisense	novelGene_LOC105246092_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	1	0	NA	FALSE	1.0	1.0	1.0	A	non_coding	NA	NA	NA	NA	85.0
PB.2666.2	chr16	-	3142	17	full-splice_match	Med15	XM_006522781	3183	17	26	15	multi-exon	FALSE	canonical	4	39	240	49.7493718553	3	9	0	FALSE	1283.2225	1799.75	0.713000416725	C	coding	718	2154	85	2238	15.0
PB.2666.1	chr16	-	1602	6	novel_in_catalog	Med15	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	79	133	53.2353266168	1	0	0	FALSE	516.5275	1799.75	0.286999583275	C	coding	223	669	26	694	15.0
PB.2747.1	chr16	-	1680	17	full-splice_match	Pdia5	ENSMUST00000023550	1808	17	127	1	multi-exon	FALSE	canonical	4	29	1118	26.1916017074	5	0	0	FALSE	540.75	540.75	1.0	A	coding	423	1269	265	1533	25.0
PB.2800.4	chr16	-	2169	5	full-splice_match	Pcnp	ENSMUST00000125040	2200	5	23	8	multi-exon	FALSE	canonical	4	570	71	323.328006829	10	5	0	FALSE	4820.45	12800.265	0.376589859663	C	coding	111	333	157	489	20.0
PB.2739.4	chr16	+	2900	1	novel_in_catalog	Zfp148	novel	NA	NA	NA	NA	mono-exon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	NA	2	3	NA	FALSE	308.8575	1729.2525	0.178607519723	C	coding	519	1557	44	1600	25.0
PB.2739.2	chr16	+	2575	7	novel_in_catalog	Zfp148	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	0	0	861	30.8544972411	1	7	0	FALSE	139.82	1729.2525	0.0808557454738	C	coding	560	1680	894	2573	70.0
PB.2739.3	chr16	+	2805	6	novel_in_catalog	Zfp148	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	0	0	163	35.4541958025	1	10	0	FALSE	99.96	1729.2525	0.0578053233984	C	coding	667	2001	212	2212	40.0
PB.2800.3	chr16	-	2230	5	full-splice_match	Pcnp	ENSMUST00000114444	2295	5	61	4	multi-exon	FALSE	canonical	4	236	76	463.468445528	11	1	0	FALSE	4713.765	12800.265	0.36825526659	C	coding	178	534	13	546	5.0
PB.2739.1	chr16	+	4100	9	full-splice_match	Zfp148	NM_011749	9431	9	71	5260	multi-exon	FALSE	canonical	4	30	182	23.8746727726	16	7	0	FALSE	896.865	1729.2525	0.518643170965	C	coding	794	2382	417	2798	25.0
PB.2664.1	chr16	-	2729	5	novel_in_catalog	Slc7a4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	136	43	97.7752524926	5	5	0	FALSE	824.4725	3469.7525	0.237617092285	C	coding	635	1905	79	1983	40.0
PB.2664.3	chr16	-	2569	4	full-splice_match	Slc7a4	XR_384551	2796	4	221	6	multi-exon	FALSE	canonical	4	194	32	88.6397202162	2	3	0	FALSE	507.045	3469.7525	0.14613290141	C	coding	640	1920	65	1984	25.0
PB.2664.2	chr16	-	2420	6	novel_in_catalog	Slc7a4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	3	17	152	156.866185011	1	5	0	FALSE	2138.235	3469.7525	0.616250006304	C	coding	635	1905	185	2089	20.0
PB.2719.1	chr16	-	4874	9	incomplete-splice_match	Acap2	NM_030138	6493	23	1607	12	5prime_fragment	FALSE	canonical	1	1	381	14.6628782986	8	5	0	FALSE	959.5	1035.75	0.926381848902	B	coding	304	912	39	950	15.0
PB.2836.1	chr16	-	2831	1	novel_in_catalog	Synj1	novel	NA	NA	NA	NA	mono-exon_by_intron_retention/s	FALSE	canonical	NA	NA	NA	NA	3	1	NA	FALSE	288.75	288.75	1.0	A	coding	216	648	1052	1699	80.0
PB.2773.1	chr16	+	3870	8	novel_in_catalog	Tmem39a	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	103	505	63.4586479528	1	8	0	FALSE	411.9525	1808.0	0.227849834071	C	coding	369	1107	393	1499	20.0
PB.2773.2	chr16	+	2045	9	full-splice_match	Tmem39a	NM_026407	2869	9	42	782	multi-exon	FALSE	canonical	4	103	462	61.5142259969	3	0	0	FALSE	1396.0475	1808.0	0.772150165929	C	coding	486	1458	350	1807	5.0
PB.2806.1	chr16	-	1735	2	novel_in_catalog	Cmss1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	7	138	NA	1	2	0	FALSE	149.25	149.25	1.0	A	coding	63	189	193	381	90.0
PB.2717.2	chr16	-	4324	12	full-splice_match	Tmem44	ENSMUST00000089775	4331	12	3	4	multi-exon	FALSE	canonical	4	155	205	157.848028179	13	3	0	FALSE	2490.1725	6656.33	0.374105926239	C	coding	344	1032	434	1465	15.0
PB.2717.3	chr16	-	2026	10	novel_not_in_catalog	Tmem44	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	canonical	0	0	1182	187.581982077	1	1	0	FALSE	2380.0575	6656.33	0.357563026473	C	coding	407	1221	38	1258	35.0
PB.2717.1	chr16	-	4263	11	full-splice_match	Tmem44	XM_006522061	2696	11	260	-1827	multi-exon	FALSE	canonical	4	268	1298	121.663470278	12	2	0	FALSE	1786.1	6656.33	0.268331047289	C	coding	444	1332	72	1403	15.0
PB.2749.1	chr16	-	5102	5	full-splice_match	Dtx3l	NM_001013371	5181	5	75	4	multi-exon	FALSE	canonical	3	7	259	4.35889894354	5	5	0	FALSE	494.485	494.485	1.0	A	coding	748	2244	76	2319	25.0
PB.2753.1	chr16	-	1632	5	full-splice_match	Fam162a	NM_027342	635	5	-27	-970	multi-exon	FALSE	canonical	4	2613	73	244.889771122	1	0	0	FALSE	9098.53	9098.53	1.0	A	coding	155	465	40	504	30.0
PB.2834.1	chr16	-	1280	5	full-splice_match	Mis18a	NM_025642	1300	5	0	20	multi-exon	FALSE	canonical	4	47	536	51.2932744129	8	0	0	FALSE	516.75	516.75	1.0	A	coding	204	612	100	711	30.0
PB.2658.1	chr16	-	1693	14	incomplete-splice_match	Ppil2	XM_006522446	2104	17	281	130	5prime_fragment	FALSE	canonical	4	284	1164	336.291540185	1	2	1	FALSE	3633.645	9089.2425	0.399774238612	C	coding	343	1029	108	1136	45.0
PB.2658.2	chr16	-	2393	20	full-splice_match	Ppil2	NM_001252445	1812	20	28	-609	multi-exon	FALSE	canonical	4	356	527	281.542181564	19	0	0	FALSE	1505.69	9089.2425	0.165656268936	C	coding	521	1563	51	1613	20.0
PB.2658.3	chr16	-	1561	16	novel_in_catalog	Ppil2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	29	73	382.397698738	2	0	0	FALSE	114.1325	9089.2425	0.0125568769895	C	coding	343	1029	365	1393	5.0
PB.2658.4	chr16	-	1689	19	novel_in_catalog	Ppil2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	28	90	358.722734156	2	1	1	FALSE	3352.7925	9089.2425	0.368874798973	C	coding	343	1029	543	1571	20.0
PB.2658.5	chr16	-	1210	2	full-splice_match	Ppil2	ENSMUST00000153368	935	2	-10	-265	multi-exon	FALSE	canonical	4	891	100	NA	3	0	0	FALSE	482.9825	9089.2425	0.0531378164902	C	non_coding	NA	NA	NA	NA	90.0
PB.2812.2	chr16	+	2434	14	novel_in_catalog	Pros1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	232	337	318.388127919	1	2	0	FALSE	86.5575	8651.5	0.0100049124429	C	coding	639	1917	104	2020	35.0
PB.2814.1	chr16	+	4370	3	full-splice_match	Cggbp1	NM_178647	4320	3	-51	1	multi-exon	FALSE	canonical	4	41	430	22.4944437584	41	0	0	FALSE	1863.0	1863.0	1.0	A	coding	167	501	453	953	35.0
